"Data Source","World Development Indicators",

"Last Updated Date","2024-05-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Small states","SST","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","0.71","0.69","0.8","0.65","0.57","0.49","","","","","","","","","","","","","","","","17.8","24.93","25.04","24.78","23.55","24.59","24.51","","","","","","","","","","","8.906","","","","","","",
"Suriname","SUR","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.2","","19.7","20.06","","23.08","23.2","15","10.89","16.77","16.03","17.07","20.38","","","","","","","","","","14.33","12.58","12.41","12.37","11.01","11.81","11.45","11.108","","","","","","","",
"Slovak Republic","SVK","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.8","14.101","13.79","12.681","12.842","12.905","16.207","18.404","18.596","18.57","17.773","19.212","17.256","14.758","12.679","10.94","12.829","14.599","13.66","14.531","14.522","12.949","12.902","10.778","8.413","7.036","5.958","7.1","7.137","6.383","5.9",
"Slovenia","SVN","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.95","","6.6","6.93","6.82","6.599","6.962","7.488","7.48","7.063","6.016","6.278","7.019","6.409","7.043","7.199","5.847","4.832","5.818","7.032","8.191","9.378","10.919","10.57","10.041","8.591","7.479","5.705","4.956","5.631","5.32","4.318","3.7",
"Sweden","SWE","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","2.01","1.75","2.77","2.97","2.82","2.43","2.03","2.06","","","","","","3.33","3.53","3.16","2.88","2.19","2.17","","1.52","1.806","2.948","4.615","7.645","8.139","7.866","8.578","9.684","8.025","6.854","4.999","4.397","4.622","5.009","6.182","7.373","7.255","6.466","6.565","8.012","8.521","7.763","7.711","7.888","7.694","7.29","6.586","6.441","6.236","6.956","8.285","9.055","7.908","7.9",
"Eswatini","SWZ","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.21","","26","","","","","","","","","","","","","","","","","","","24.415","","","","","36.993","","",
"Sint Maarten (Dutch part)","SXM","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.48","","","","","","","","","","","4.9","","","","","","4.48","","","3.901","4.787","4.228","3.727","3.113","2.747","3.555","","","",
"Syrian Arab Republic","SYR","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","5.8","5.1","5.4","2.1","3.9","","6.9","7.1","4.1","3.8","","","","6.73","8.2","","","","","9.83","","14.04","","6.4","12.5","14.2","","","","15.2","","25.53","24.08","20.93","","","23.77","25.68","24.19","22.29","22","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","","","","","","","","","","","","","","","","","","","","","","","","","0.78","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.16476265638849","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.642100014509","7.28343822615923","8.54003903564662","8.47855751204514","9.07163721490102","10.1876926932531","11.0047267965214","11.8555901756537","10.8282548676138","10.4557191323424","10.1094054401505","10.0104066094385","9.61861653000028","9.04361875758088","8.50783865399054","7.2358476497238","7.28113739140722","8.51409029684621","8.33459609227284","7.8657890309971","7.40517620619868","7.38766042365684","7.31098294414448","7.41569994398135","7.27718277799335","6.91165267096269","6.61816383846653","7.03176865527245","7.07673383633469","6.9042805690956","5.76008847549791","",
"Togo","TGO","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.166","","","","","1.664","","","","1.704","","2.825","","1.818","","","","",
"Thailand","THA","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","0.26","0.32","0.5","0.71","0.54","0.72","0.8","1.02","3.03","3.3","3.4","5.87","3.94","7.53","3.52","1.55","2.41","3.4","1.49","1.82","1.622","1.34","1.116","0.905","3.397","2.938","2.334","2.49","","1.44","1.38","1.21","1.12","1.06","1.04","1.45","0.622","0.68","0.53","0.237","0.564","0.606","0.714","0.845","0.743","0.732","1.087","1.249","1.056","",
"Tajikistan","TJK","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","1.1","1.8","2.1","2.8","2.9","","","","","","2.567","","","","1.466","","10.48","","","","","","","5.5","","","","","","","",
"Turkmenistan","TKM","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.8","2.3","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.59345653027691","8.23925530439661","","10.6140262752955","11.345797808695","11.0800046765113","11.7295761875464","12.3936646511882","","11.259438981605","12.1617508175291","12.0251220811478","11.2068882308869","10.7950454294257","9.38389154953746","9.57671539590591","8.78698557549155","9.82461661556171","","8.32489171245939","7.87763396036798","7.54971473391501","7.21045913692491","7.94778225475808","9.13983661647447","9.61488673081433","9.65267732557712","9.82301904608688","12.3560437775991","11.499809805698","8.55436701110862","7.70265402414126",
"Timor-Leste","TLS","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.873","","","","","","7.129","","","4.261","","","3.967","","","6.256","","","","","3.002","1.555","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.1482741677972","","","","","","","","","","","20.6055928106935","","20.5910500000549","20.4199311095525","19.6280593464485","16.8849628145821","17.942446649551","18.9403716781065","20.5259376276663","","19.5443593041626","19.641641428824","19.8948543883699","19.9907072695157","20.4549294300375","","","","","17.7523088224155","","",
"Tonga","TON","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.41","","","","","","","","","","","","","","","3.111","","","2.516","","",
"South Asia (IDA & IBRD)","TSA","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.8546103845763","","","","","","3.42267149507041","","","","","4.97148220748525","","","","","3.64681909534264","","3.78261672332836","","","","","","7.37787663537938","6.11121111936101","6.92619683586859","5.86850074086788","5.13398895656777","4.06315521512969",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","21.42","20.97","19.54","","11.64","10.26","8.91","7.76","7.78","7.68","8.03","9.51","9.81","10.4","25.3","23.75","24.46","24.15","23.46","24.04","23.49","22.27","20.62","21.01","19.44","18.82","16.76","15.11","14.47","14.48","13.81","11.21","10.97","8.72","7.92","6.18","6.29","4.67","4.249","4.572","3.248","2.936","2.947","3.165","","","4.047","4.822","5.257","4.983","",
"Tunisia","TUN","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.69","","","","","","","","17.34","","16.56","16.1","15.56","15.73","16.18","","15.16","15.139","15.153","15.938","18.77","18.94","27.373","25.606","23.002","21.84","22.212","23.456","22.629","22.761","25.212","","","20.153","20.45",
"Turkiye","TUR","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","23.06","24.77","29.14","11.09","","","9.67","8.84","8.502","7.128","7.773","9.353","8.092","7.326","5.968","7.801","6.807","7.587","6.269","7.473","9.455","10.102","10.99","11.183","11.104","10.974","11.597","14.321","12.989","11.277","10.78","11.909","11.893","12.65","13.73","14.087","13.883","16.489","14.969","14.706","13.5","12.7",
"Tuvalu","TUV","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.58","","","","","","","","","","","","","","16.223","28.209","","","","","8.274","",
"Tanzania","TZA","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.3","","","","","","","","","","2.964","2.4","","","","4.419","","0.152","2.7","1.216","4.29","3.649","3.79","2.693","","","","","","3.686","","","",
"Uganda","UGA","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.2","4.49","","2.1","","","","","1.518","1.032","4.289","2.44","1.566","","","4.141","","2.07","","4.004","","",
"Ukraine","UKR","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.95","7.28","8.41","10.79","","","","","","8.29","6.83","6.603","5.997","6.088","7.31","6.82","","","6.22","7.52","8.08","7.69","7.7","7.434","7.855","9.071","10.148","","",
"Upper middle income","UMC","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.75358087784887","","","","","","","","","","","","","","","","","","","","","","","",
"Uruguay","URY","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","9.6","8.6","7.6","11.4","10.2","","","","","","","9","15.5","","17.56","","13.9","12.6","","","10.92","11.57","11.84","10.9","11.88","12.91","","","12.217","13.563","15.768","19.6","20.824","20.635","16.488","15.114","14.112","12.623","10.816","10.367","9.396","8.069","8.257","8.202","8.344","8.846","9.444","9.472","10.072","10.521","12.361","10.912","9.05","11.476",
"United States","USA","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","5.9","7.2","6.2","6.5","6.2","5.5","4.8","5.2","4.8","4.7","5.9","6.9","6.6","6","6.7","9.3","8.6","8.2","7.2","6.8","7.4","7.9","9.4","9.2","7.6","7.4","7.1","6.2","5.6","5.4","5.5","6.4","7","6.6","6.053","5.671","5.47","5.074","4.62","4.338","4.098","4.654","5.613","5.665","5.398","5.097","4.627","4.502","5.422","8.069","8.621","8.463","7.893","7.076","6.06","5.179","4.789","4.309","3.838","3.61","8.345","5.215","3.614","3.454",
"Uzbekistan","UZB","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","0.5","0.5","0.5","","","","","","","","","","","","","","5.85","6.26","4.83","4.72","4.68","4.9","4.96","4.97","5.6","","12.83","7.674","","","",
"St. Vincent and the Grenadines","VCT","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","24.5","","","","","","","","","","","22.12","","","","","","","","","","18.6","","","","","","","","","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","4.23","","4.13","","5.66","5.87","8.79","10.24","11.93","9.91","7.11","6.01","9.01","14.02","","","","9.68","12.83","14.56","","","","","6.39","18.82","20.29","","11.649","9.386","7.646","6.218","5.964","6.951","7.208","7.113","","","","5.414","5.838","","","7.9","","","",
"British Virgin Islands","VGB","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.7","2.55","2.16","2.4","2.14","3.26","2.33","2.63","2.44","","","1.935","","1.575","1.077","0.904","0.933","1.139","1.107","1.705","1.697","1.701","1.027","1.597","2.454","2.286","1.424","",
"Vanuatu","VUT","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.371","","","5.152","1.573","","","","","","","","","6.835","4.124","","","",
"World","WLD","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.9889096640214","","","","","","","","","","","","","","","","","","","6.55687279795537","","","","",
"Samoa","WSM","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.18","","","","","1.63","","","","","6.82","10.265","","10.27","","","14.511","","","","","7.767","",
"Kosovo","XKX","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.687","70","74.5","71.9","60.7","60.5","61.6","55.2","59.6","56.4","","","39.956","38.51","41.566","36.505","31.706","36.395","31.28","34.028","32.053","24.798","15.919","",
"Yemen, Rep.","YEM","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.86","","","","","8.17","","","","","39.62","46.31","42.19","41.54","40.88","40.23","54.71","","","","26.133","","","","","","","","","",
"South Africa","ZAF","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.96","30.26","35.663","27.895","31.315","31.067","28.691","28.2","27.144","26.396","21.869","21.61","24.963","23.112","23.373","23.434","24.267","24.856","26.043","25.719","25.907","27.089","25.596","30.29","30.533","29.867",
"Zambia","ZMB","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","17.8","","","","16.74","22.4","","20.6","","","15.9","","12","","11.31","","","","","","","","7.71","","","","","","","18.767","","8.943","5.085","5.225","6.542","5.699","6.292","",
"Zimbabwe","ZWE","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","11.1","","","","","7.92","","","","","","","2.99","","","5.06","","4.63","","","","","4.53","","","","","","","5.994","","","5.176","","","","","6.993","","9.865","10.567","",
